sector_id|Zip|submarket_id|market_id|Sector|Latitude|Longitude|Median Age|Distance to Airport|Distance to Railroad|Airport Volume|Area (Square Miles)|Distance to CBD|Cost of Living Index|Mean Commute Time|Crime Rate (Quintile)|Civilian Employment Growth|grade_id|Grade|Homeownership Rate|Housing Affordability|Housing Affordability (Quintile)|Distance to Interstate|Miles of Interstate|% Office|Population Density|Distance to Railroad|Median Gross Rent|Distance to Seaport|Seaport TEUs|Walk Score Description|Rank - Median Age|Rank - Distance to Airport|Rank - Distance to Railroad|Rank - Airport Volume|Rank - Area (Square Miles)|Rank - Distance to CBD|Rank - Cost of Living Index|Rank - Mean Commute Time|Rank - Crime Rate|Rank - Civilian Employment Growth|Rank - grade_id|Rank - Homeownership Rate|Rank - Housing Affordability|Rank - Distance to Interstate|Rank - Miles of Interstate|Rank - % Office|Rank - Population Density|Rank - Distance to Railroad|Rank - Median Gross Rent|Rank - School Rating|Rank - Distance to Seaport|Rank - Seaport TEUs|Rank - Walk Score
1|1719|1542|154|Apartment|42.4859849|-71.5209848|43.38305475|31.17602097|19.80644625|969229|10.28583297|25.12461914||24.87239114|Very Safe|-0.10944735|10|A|0.66995737|62.90882887|Very Expensive|1.14847227|4.49747962|0.35251799|567.38075003|8.43687154|1209.23515314|27.83296176|270881||4069|4987|4859|5060|3388|4579||3413|732|4636|712|1820|817|1734|484|784|4619|4593|3509|414|1715|4430|5117
1|1720|1542|154|Apartment|42.483953|-71.4384947|44.56382127|23.57084953|15.98041217|18759742|19.71304471|21.17055051||24.87239114|Very Safe|-0.10944735|12|A++|0.71084339|65.82012182|Very Expensive|4.96781369|0|0.27731092|1159.04822311|8.38997482|1495.83600985|23.87224142|270881||4334|4490|4530|1659|4391|4199||3403|362|4586|205|1397|669|4199|2527|1699|4104|4586|2092|668|1517|4379|2626
1|1721|1542|154|Apartment|42.2577546|-71.4735257|41.17350192|24.95112123|12.58914769|18759742|12.32978086|22.3367641||24.87239114|Very Safe|-0.10944735|10|A|0.78398523|52.25784364|Expensive|2.28572891|0.93485806|0.21212121|1435.82086419|0.22717414|1477.09672307|24.52914439|270881||3472|4622|3987|1708|3711|4316||3415|556|4643|760|778|1842|2921|1968|2883|3870|311|2172|841|1541|4437|4161
1|1730|1950|154|Apartment|42.4992951|-71.2818888|42.02705731|16.91465783|13.74967316|18759742|13.69819146|14.89603078||19.3081914|Very Safe|-0.10944735|11|A+|0.7106936|63.39199289|Very Expensive|2.82750995|0|0.29272727|1033.33559104|10.5846885|2031.55914971|17.45659568|270881||3726|3561|4211|1680|3904|3244||1244|501|4611|431|1401|787|3328|2667|1464|4206|4785|625|1018|1078|4405|4346
1|1731|1950|154|Apartment|42.4567543|-71.279477|26.41481013|15.36423525|11.52638553|18759742|0.79139758|13.08756449||19.3081914|Safe|-0.10944735|9|A-|0.0105074|61.03671904|Very Expensive|1.05052382|0|0.75757576|2623.12416111|7.6885358|3074.34534376|15.75389712|270881||139|3246|3734|1742|409|2856||1245|2049|4688|1228|5281|960|1588|3141|19|3016|4509|49|4226|934|4482|4714
1|1740|1542|154|Apartment|42.4399412|-71.6018795|43.77771592|35.08552864|19.1722408|969229|19.95195145|28.25088549||24.87239114|Very Safe|-0.10944735|11|A+|0.85568713|69.12062289|Very Expensive|0.67478488|4.53261467|0.31451613|264.33205501|3.25895297|964.52211394|30.93422358|270881||4163|5138|4809|5056|4404|4814||3404|24|4588|213|286|495|1009|478|1170|4934|3341|4646|374|1884|4381|4041
1|1741|1542|154|Apartment|42.5366203|-71.3618321|47.37340916|21.73318427|17.06092868|18759742|15.26501276|19.68218313||24.87239114|Very Safe|-0.10944735|12|A++|0.89613473|78.08934333|Very Expensive|3.66842468|0|0.39215686|342.19283716|12.38867308|1167.34733562|22.26386435|270881||4797|4289|4648|1622|4085|3997||3399|6|4549|55|115|240|3742|2431|499|4858|4885|3721|60|1415|4342|3578
1|1742|1542|154|Apartment|42.4629107|-71.3644962|46.22134517|19.52903367|13.52137308|18759742|24.44582968|17.13398142||24.87239114|Very Safe|-0.10944735|12|A++|0.70892637|72.20656374|Very Expensive|5.38993115|0|0.31233596|797.28163703|7.51371249|2212.33815164|19.83377369|270881||4643|3981|4170|1643|4621|3636||3402|724|4570|126|1420|379|4311|2477|1203|4417|4484|416|364|1247|4363|3446
1|1745|1542|154|Apartment|42.292114|-71.4991971|32.43608934|25.6450346|13.04755293|18759742|0.39905267|22.97885454||24.87239114|Very Safe|-0.10944735|10|A|0.80952381|50.99292231|Expensive|0.47021205|0|0.4|1484.16668549|0.45007126|1568.58853502|25.33269693|270881||699|4677|4089|1724|257|4387||3420|21|4667|1021|575|2030|669|3005|454|3836|700|1803|1748|1590|4461|4229
1|1746|1542|154|Apartment|42.1959508|-71.4534301|42.50640797|32.63644327|17.42131839|1940806|18.6453799|23.14078826||24.87239114|Very Safe|-0.10944735|10|A|0.89078846|60.3900045|Very Expensive|3.31551972|0|0.19845361|790.5464412|2.20619351|1193.80279931|25.00635579|270881||3844|5059|4690|4821|4324|4409||3412|176|4634|697|131|1012|3583|2829|3193|4428|2683|3590|1690|1579|4428|4675
1|1748|1542|154|Apartment|42.2240957|-71.5404885|42.1234196|35.03342746|18.97713707|1940806|26.26150025|26.3488514||24.87239114|Very Safe|-0.10944735|11|A+|0.77780818|61.33929902|Very Expensive|0.47638804|7.34532803|0.32574032|658.85316971|2.92084669|1918.02111801|28.46660295|270881||3751|5133|4798|4819|4691|4670||3405|87|4589|214|825|939|677|147|1047|4536|3146|830|609|1749|4382|3985
1|1749|1542|154|Apartment|42.3890712|-71.5458637|44.51816253|27.5949873|15.89210715|18759742|11.52185575|24.93917281||24.87239114|Very Safe|-0.10944735|9|A-|0.70649362|48.81261463|Expensive|2.94103279|0.69882569|0.15458015|1736.86991011|4.189227|1375.68411223|27.56582438|270881||4323|4804|4521|1767|3598|4563||3427|1399|4715|1641|1450|2335|3399|2096|4150|3672|3728|2647|3899|1697|4509|2957
1|1752|1542|154|Apartment|42.3496175|-71.547214|40.63123219|27.62900624|14.55569137|18759742|20.86576188|24.945842||24.87239114|Safe|-0.10944735|9|A-|0.51480328|46.9449676|Neutral|1.4646756|6.05438021|0.24147727|1920.09374947|1.4823765|1581.81626687|27.48956829|270881||3315|4806|4329|1766|4451|4567||3426|2387|4714|1632|3210|2648|2120|258|2311|3553|2073|1751|2933|1689|4508|2440
1|1754|1542|154|Apartment|42.4259551|-71.4562562|46.15852006|23.36414983|14.01530595|18759742|5.21324788|20.78308415||24.87239114|Very Safe|-0.10944735|10|A|0.70445706|52.41294528|Expensive|6.60371151|0|0.28679245|2048.01467278|4.66646206|1275.37381238|23.47452112|270881||4633|4469|4259|1730|2095|4144||3422|1111|4674|1067|1466|1816|4560|3034|1562|3444|3887|3160|4224|1486|4468|1700
1|1757|1542|154|Apartment|42.1586917|-71.5214188|40.23936656|30.41576328|18.87619852|1940806|14.87966327|27.4436958||24.87239114|Safe|-0.10944735|8|B+|0.65769017|46.72143781|Neutral|0.82990875|4.95005076|0.16792929|1953.74955904|7.33663376|1313.95469694|29.26006211|270881||3177|4957|4791|4831|4036|4757||3429|2133|4724|1876|1966|2681|1266|408|3870|3518|4462|2957|3184|1787|4518|2753
1|1760|1542|154|Apartment|42.2848223|-71.3488109|40.01648293|18.30651709|9.20419797|18759742|14.81130216|15.69846882||24.87239114|Very Safe|-0.10944735|11|A+|0.67672041|59.03400853|Very Expensive|2.08127489|1.83570783|0.21966206|2432.07114189|0.10187885|1663.38727993|17.88780647|270881||3102|3787|3090|1685|4027|3407||3410|938|4616|475|1755|1119|2756|1486|2755|3155|90|1487|1259|1111|4410|2739
1|1770|1542|154|Apartment|42.2319469|-71.3729634|45.82944809|20.80668555|10.63436213|18759742|15.81745534|18.33254082||24.87239114|Very Safe|-0.10944735|12|A++|0.88977374|77.7808186|Very Expensive|5.46609832|0|0.29245283|273.8850957|0.46203872|1595.04399871|20.23210413|270881||4583|4165|3512|1634|4120|3825||3400|65|4561|97|133|247|4327|2456|1467|4927|717|1711|357|1273|4354|5159
1|1772|1542|154|Apartment|42.3028765|-71.5308277|44.29574186|27.10679004|13.76504931|18759742|13.61585458|24.42950913||24.87239114|Very Safe|-0.10944735|11|A+|0.87555004|73.15898513|Very Expensive|1.74044504|3.63317448|0.34513274|701.73605285|0.42330858|1106.72023131|26.83497484|270881||4270|4770|4216|1663|3891|4527||3407|287|4593|255|196|349|2436|715|849|4494|655|4013|377|1661|4386|4804
1|1773|1955|154|Apartment|42.4255064|-71.3108115|57.84503908|16.1230875|11.18544205|18759742|13.61965538|13.62801836||26.00123251|Very Safe|-0.10944735|11|A+|0.72253985|72.90320374|Very Expensive|2.66950185|0|0.40689655|353.13668107|6.24779659|2038.17301564|16.33657396|270881||5216|3405|3659|1660|3893|2983||3800|103|4587|212|1280|358|3201|2530|415|4843|4267|617|1004|980|4380|5044
1|1775|1542|154|Apartment|42.4296884|-71.512514|42.11633043|34.98213041|21.06443138|969229|17.31274793|23.6431069||24.87239114|Very Safe|-0.10944735|11|A+|0.8587799|58.7442318|Very Expensive|3.74075272|0|0.2125|412.95769487|7.14673236|1601.65786464|26.32947756|270881||3748|5131|4961|5059|4244|4456||3409|158|4604|355|273|1141|3786|2619|2875|4780|4431|1684|693|1636|4398|4078
1|1776|1542|154|Apartment|42.3833674|-71.4210704|45.09823308|21.21377455|11.3093481|18759742|24.23893746|18.55911776||24.87239114|Very Safe|-0.10944735|12|A++|0.90505032|76.21919734|Very Expensive|4.70812582|0|0.30076628|787.0493604|1.40492164|1107.8225423|21.19181823|270881||4460|4217|3682|1641|4619|3855||3401|39|4568|120|91|276|4123|2473|1360|4429|1976|4004|192|1340|4361|5006
1|1778|1955|154|Apartment|42.3436865|-71.381186|41.78198915|19.18330995|10.43862945|18759742|15.208161|16.49735526||26.00123251|Very Safe|-0.10944735|12|A++|0.8272818|75.03195522|Very Expensive|2.13215321|1.68811915|0.31111111|925.24187154|1.69394895|1399.93495395|19.01250703|270881||3671|3928|3465|1637|4080|3535||3799|42|4564|101|464|298|2807|1558|1214|4302|2286|2533|361|1195|4357|4740
1|1801|1538|154|Apartment|42.4887687|-71.1544382|41.56496476|11.5131937|10.28896123|18759742|12.653955|10.14010945||28.45118924|Safe|-0.10944735|9|A-|0.57316235|50.72786653|Expensive|0.74256671|5.50445406|0.25664572|3211.83204758|9.06472877|1671.10345684|12.29607704|270881||3602|2420|3425|1739|3763|2184||4488|2104|4685|1191|2686|2064|1126|322|2021|2585|4651|1463|3394|649|4479|2139
1|1803|1538|154|Apartment|42.5032267|-71.201713|41.13236099|13.89669811|11.935911|18759742|11.6962153|12.28386014||28.45118924|Very Safe|-0.10944735|10|A|0.6876119|52.75992811|Expensive|1.12995847|3.24740449|0.26500337|2330.24702621|9.9751239|2115.33478475|14.60722716|270881||3457|2964|3846|1712|3629|2674||4485|1191|4649|817|1627|1774|1703|827|1891|3217|4745|512|1392|849|4443|3614
1|1810|1539|154|Apartment|42.6480437|-71.1617514|41.90365426|21.22762083|20.23168528|18759742|30.8491309|20.57591933||23.25634081|Very Safe|-0.10944735|11|A+|0.79037473|64.92629568|Very Expensive|1.21500764|10.60622769|0.33109405|1162.6591615|19.23574974|1670.00114586|22.21734874|270881||3696|4221|4901|1664|4831|4119||2814|500|4594|273|725|708|1821|40|992|4101|5037|1467|920|1410|4387|4087
1|1821|1538|154|Apartment|42.5493295|-71.2517245|40.43433903|17.95009577|15.87568967|18759742|16.56673485|16.36004596||28.45118924|Very Safe|-0.10944735|9|A-|0.77263242|49.84361611|Expensive|5.29646902|0|0.19724138|2007.35002724|13.80128357|1625.90870636|18.67884082|270881||3253|3722|4520|1745|4184|3518||4489|1059|4691|1329|870|2197|4286|3207|3222|3480|4944|1588|2274|1164|4485|4180
1|1824|1542|154|Apartment|42.59079|-71.3551823|44.65666284|23.98308133|20.04559353|969229|17.75028042|21.95809774||24.87239114|Very Safe|-0.10944735|10|A|0.83112908|51.21148764|Expensive|0.74888589|5.23643527|0.20899149|1472.825818|16.10810573|1686.53581067|24.40220401|270881||4352|4523|4886|5064|4275|4283||3419|388|4659|939|441|1991|1131|367|2948|3843|5006|1412|1459|1537|4453|4553
1|1830|1539|154|Apartment|42.7963128|-71.0534357|36.24450369|21.53692493|25.33760769|969229|13.79775164|30.14373311||23.25634081|Safe|-0.10944735|8|B+|0.50060464|47.44739062|Expensive|0.43863656|5.9156274|0.17729084|1948.75469999|29.13829046|1289.70385522|31.13598855|270881||1822|4258|5143|5069|3919|4899||2843|3336|4742|2371|3321|2568|623|269|3665|3528|5111|3080|3959|1893|4536|1981
1|1832|1539|154|Apartment|42.791114|-71.1328585|35.54994454|18.19829753|23.51413468|969229|11.35952872|30.02016174||23.25634081|Safe|-0.10944735|8|B+|0.53000144|45.18415494|Neutral|1.05615177|1.77805601|0.13684211|2076.55580376|28.82997182|1297.42003213|31.33546508|270881||1579|3762|5092|5070|3573|4894||2844|3433|4743|2419|3074|2969|1598|1517|4495|3419|5108|3047|3961|1898|4537|2299
1|1833|1539|154|Apartment|42.7278794|-70.9820364|43.93822349|25.24474832|25.08811117|18759742|12.86004143|25.71319803||23.25634081|Very Safe|-0.10944735|10|A|0.76848736|53.86693733|Expensive|1.31234657|3.73360831|0.16097561|677.42169814|24.93147403|1731.73056115|26.36050407|270881||4198|4644|5137|1700|3789|4621||2826|442|4632|691|911|1627|1942|672|4017|4513|5083|1300|1390|1637|4426|4238
1|1834|1539|154|Apartment|42.7539|-71.0159351|45.33127978|27.01652429|26.70966662|18759742|8.88377888|27.29948328||23.25634081|Very Safe|-0.10944735|9|A-|0.82250784|52.24030719|Expensive|3.63713628|0|0.16528926|765.20405299|26.40280894|1473.7897901|28.1251486|270881||4505|4764|5172|1752|3104|4746||2836|402|4698|1467|487|1843|3724|3297|3943|4445|5095|2186|3151|1729|4492|4867
1|1835|1539|154|Apartment|42.7512331|-71.0943003|37.88694233|21.36944112|23.67438523|969229|7.81053024|27.08762258||23.25634081|Safe|-0.10944735|8|B+|0.6688377|44.84283839|Neutral|1.60416494|0.94814184|0.15333333|1697.88748177|25.97932933|1304.03389805|28.27458044|270881||2406|4238|5098|5071|2868|4729||2845|2392|4746|2569|1836|3044|2286|1960|4175|3711|5090|3011|4994|1738|4540|3412
1|1840|1539|154|Apartment|42.7067633|-71.1604026|33.17349904|20.94479669|22.07916062|969229|0.49823447|24.50618547||23.25634081|Less Safe|-0.10944735|7|B|0.06123894|38.24525934|Cheap|1.090517|0|0.13030303|11240.26615228|23.21352454|998.69375455|26.03473409|270881||859|4177|5035|5073|296|4534||2848|4643|4752|3380|5229|4284|1653|4358|4588|536|5073|4501|4475|1623|4546|184
1|1841|1539|154|Apartment|42.7120153|-71.1648727|31.05953729|20.52297004|22.06609016|969229|3.08890791|24.90930793||23.25634081|Less Safe|-0.10944735|8|B+|0.27339324|45.41431607|Neutral|1.44531546|0.65597716|0.0839895|15921.74464675|23.60921027|1210.33746413|26.44890874|270881||452|4125|5032|5072|1352|4559||2846|4670|4747|2589|4704|2907|2098|2109|5132|347|5075|3503|3725|1639|4541|706
1|1843|1539|154|Apartment|42.6899744|-71.1603833|32.2384883|23.91668779|22.9931879|18759742|3.36925741|23.37343198||23.25634081|Less Safe|-0.10944735|8|B+|0.31590918|42.58220235|Neutral|0.86012284|1.36892204|0.15299335|7609.52277827|22.06968801|1304.03389805|24.92913257|270881||660|4515|5073|1792|1466|4434||2847|4566|4749|2792|4505|3471|1318|1722|4184|893|5065|3012|4273|1573|4543|988
1|1844|1539|154|Apartment|42.7425263|-71.1791492|40.28943222|18.4901565|22.15134558|969229|22.21932874|27.12578986||23.25634081|Safe|-0.10944735|8|B+|0.68968072|47.99800093|Expensive|1.33751355|6.63128067|0.17348066|2267.46005083|25.81253466|1324.97780681|28.67756053|270881||3196|3822|5041|5068|4535|4734||2842|2323|4738|2268|1603|2464|1974|203|3751|3266|5087|2892|4492|1762|4532|2815
1|1845|1539|154|Apartment|42.6739092|-71.0913339|39.10301157|21.91594924|21.27537631|18759742|26.30656197|21.74756939||23.25634081|Very Safe|-0.10944735|10|A|0.67083347|57.33419298|Expensive|2.77588052|0.78002232|0.30237826|1171.21536137|20.63480339|1652.36417006|22.98226634|270881||2806|4309|4980|1709|4692|4262||2829|1004|4644|776|1805|1276|3290|2054|1338|4096|5049|1515|1994|1462|4438|3477
1|1862|1542|154|Apartment|42.578543|-71.2955915|46.50418259|20.95470682|18.52099811|18759742|9.24224362|19.32419274||24.87239114|Very Safe|-0.10944735|9|A-|0.77585645|50.89666543|Expensive|2.45182309|0|0.13212435|1114.13167763|16.0872894|1394.42339901|21.67306616|270881||4680|4181|4762|1768|3194|3944||3428|1009|4716|1661|840|2042|3045|3416|4559|4142|5005|2560|2651|1377|4510|4490
1|1864|1539|154|Apartment|42.5782217|-71.0843981|43.01193382|15.39513011|14.70835149|18759742|13.13980135|15.12890308||23.25634081|Very Safe|-0.10944735|11|A+|0.84112184|57.7737792|Very Expensive|3.6029205|0|0.23529412|1199.05486586|14.02157286|1599.45324266|16.44038798|270881||3977|3256|4356|1689|3832|3293||2821|403|4620|507|371|1235|3711|2712|2431|4068|4951|1692|178|991|4414|4682
1|1867|1539|154|Apartment|42.5351829|-71.1054234|43.81150266|12.92578386|12.00852878|18759742|9.93573432|12.32954591||23.25634081|Very Safe|-0.10944735|11|A+|0.81711995|62.3538414|Very Expensive|1.39398774|2.02522652|0.23649907|2539.26869395|11.09127371|1385.60491112|13.90946857|270881||4170|2736|3862|1682|3331|2684||2818|424|4613|441|524|860|2055|1370|2414|3077|4817|2596|1020|776|4407|3050
1|1876|1542|154|Apartment|42.6118008|-71.2275708|44.31429579|20.55722109|19.06780859|18759742|20.45896861|19.40120876||24.87239114|Very Safe|-0.10944735|9|A-|0.84141433|47.13727642|Neutral|1.91617322|4.21713612|0.16595745|1516.70544665|17.57839608|1883.8494774|21.42876751|270881||4275|4129|4802|1761|4430|3958||3425|1016|4709|1555|368|2608|2598|541|3927|3816|5023|914|2553|1358|4503|4299
1|1880|1538|154|Apartment|42.5015239|-71.0674892|46.89841052|10.0675117|9.42032722|18759742|6.90756623|9.78311683||28.45118924|Very Safe|-0.10944735|10|A|0.72911262|56.91850814|Expensive|1.47905198|3.73830606|0.27733935|3885.75250669|8.77314274|1480.40365603|11.09398597|270881||4730|2036|3176|1704|2595|2098||4483|1159|4638|717|1230|1306|2133|669|1698|2173|4620|2158|2435|551|4432|1940
1|1886|1542|154|Apartment|42.5855413|-71.44025|43.4314083|23.99610528|19.69658608|969229|30.25203858|24.90961||24.87239114|Very Safe|-0.10944735|11|A+|0.8349572|56.50774493|Expensive|1.34146459|4.32792348|0.27946128|805.54277086|15.39706688|1963.21586849|27.48192283|270881||4088|4528|4851|5058|4813|4560||3408|63|4597|299|410|1343|1984|514|1667|4408|4990|742|588|1688|4391|3684
1|1887|1538|154|Apartment|42.5646465|-71.1645158|40.68545542|16.09768089|14.88893042|18759742|16.97765556|15.12581332||28.45118924|Very Safe|-0.10944735|10|A|0.84726477|49.90398451|Expensive|1.05650858|4.84825314|0.16727273|1403.57583611|13.68017994|2110.9255408|17.00867068|270881||3328|3398|4382|1715|4223|3291||4486|551|4654|900|335|2188|1602|430|3878|3900|4936|516|1529|1035|4448|4296
1|1890|1538|154|Apartment|42.4527518|-71.1443188|42.76015603|9.37998965|7.75028437|18759742|6.03146611|7.74616469||28.45118924|Very Safe|-0.10944735|12|A++|0.82099502|77.87284542|Very Expensive|2.05641472|0|0.32280702|3787.02595759|6.12057909|1998.48982009|10.06106156|270881||3918|1843|2549|1621|2348|1561||4479|129|4548|54|501|246|2742|2430|1082|2228|4240|678|352|471|4341|2683
1|1901|1538|154|Apartment|42.4604187|-70.9463791|38.27279953|7.39723272|8.31888546|18759742|0.24761529|9.00044062||28.45118924|Less Safe|-0.10944735|9|A-|0.0874457|50.16501014|Expensive|4.49554285|0|0.19520548|7155.2358719|9.2405382|973.34060184|8.46839724|270881||2537|1287|2753|1771|185|1887||4493|4527|4720|1757|5187|2154|4053|3477|3267|990|4681|4606|2617|355|4514|152
1|1902|1538|154|Apartment|42.4710392|-70.9415353|33.99512485|8.16780672|9.03698629|18759742|2.4030663|9.72695539||28.45118924|Less Safe|-0.10944735|8|B+|0.33063513|46.5635102|Neutral|3.88356515|0|0.14025974|20610.46042228|9.90616586|1235.69061683|9.24129419|270881||1078|1511|3032|1786|1098|2081||4496|4550|4737|2189|4425|2706|3831|3732|4433|231|4739|3378|4252|414|4531|499
1|1904|1538|154|Apartment|42.4924563|-70.9739297|37.96423519|9.09918782|9.50573196|18759742|4.52057881|10.12104732||28.45118924|Safe|-0.10944735|9|A-|0.73576105|47.91434411|Expensive|2.05883633|0|0.13090909|3819.46926463|9.9122761|1464.97130221|10.21496348|270881||2429|1763|3203|1755|1866|2179||4492|1870|4702|1481|1178|2486|2746|3306|4578|2210|4740|2230|1807|489|4496|2500
1|1905|1538|154|Apartment|42.4659985|-70.9757922|34.96195154|7.28829308|7.85522182|18759742|3.55961708|8.45740759||28.45118924|Safe|-0.10944735|8|B+|0.45031114|47.57552663|Expensive|3.69204351|0|0.08278146|7205.69660651|8.42215057|1232.38368387|8.40143586|270881||1383|1248|2601|1781|1554|1740||4495|4021|4731|1979|3677|2543|3757|3613|5142|983|4591|3392|2821|349|4525|1074
1|1906|1538|154|Apartment|42.4684323|-71.0139456|47.31076499|7.29716556|7.35518165|18759742|10.80603169|7.82977504||28.45118924|Safe|-0.10944735|9|A-|0.77463759|56.77306218|Expensive|3.22590936|0|0.12760417|2625.30093082|7.41319774|1032.86539516|8.4016596|270881||4792|1251|2371|1754|3476|1582||4491|1778|4700|1479|849|1311|3547|3305|4621|3010|4471|4355|2932|350|4494|2585
1|1907|1539|154|Apartment|42.4741451|-70.9065967|44.7447269|9.21613093|10.31924761|18759742|3.03640444|11.0662695||23.25634081|Very Safe|-0.10944735|10|A|0.72037645|53.66846454|Expensive|4.6969891|0|0.20743034|4959.26309382|11.42236428|1933.45347184|10.22558624|270881||4374|1795|3435|1694|1331|2409||2824|918|4625|587|1307|1669|4118|2757|2981|1634|4838|800|2340|490|4419|1719
1|1908|1538|154|Apartment|42.4282561|-70.9260406|55.96695267|6.09683796|7.52291718|18759742|1.04592566|8.25484962||28.45118924|Safe|-0.10944735|11|A+|0.63065346|65.026595|Very Expensive|6.92851212|0|0.14893617|3365.7506325|8.94899639|1506.85911973|7.03545646|270881||5196|921|2441|1687|509|1686||4481|1898|4618|501|2209|705|4614|2707|4262|2483|4640|2036|395|268|4412|4027
