Property ID|grade_id|manager_id|market_id|state_id|type_id|Year Built|year_acquired|year_renovation|Grade|Manager|Market|Type|Property|Address|City|State|Zip|Latitude|Longitude|GLA Mall|GLA Shop|groundLease|HHI_10mi|levels|movie|NOI_estimate|Occupancy|population_10mi|Sales per SF|sales_SF_exApple|screens|Stores|superZipsServed_10mi|tap_score|Value|Nominal Cap Rate
686|7|110|189|10|1|1972|||B||Miami|Mall|Southland Mall (FL)|20505 South Dixie Highway|Cutler Bay|FL|33189|25.576371|-80.371471|1030000|486344||73607.90690613|2|Regal|10|0.8538|701466|423.3|423.3|16|132|0|42.5|83.6562934|0.11953673
688|2|229|189|10|1|1956||2007|D||Miami|Mall|Mall at 163rd Street|1205 North East 163rd Street|Miami|FL|33162|25.93219|-80.162407|741304|370652||55659.37690364|2|none|2.47465101|0.63|1346292|102.9|102.9||88|0|62|8.00007279|0.30932856
690|6|36|198|5|1|1957||2005|B-||Oakland-East Bay|Mall|Bayfair Mall|15555 East 14th Street|San Leandro|CA|94578|37.702583|-122.125611|868000|434000||100385.18478435|2|Century|12.14504575|0.84427083|873778|341.55|341.55|16|68|4|76.2|90.74166267|0.133842
691|9|17|2|11|1|1978|1978|2008|A-||Other|Mall|Augusta Mall|3450 Wrightsboro Road|Augusta|GA|30909|33.467205|-82.08056|1094498|497275||61129.3181967|2|none|18.677475|0.96296667|356880|488.8|395||135|0|20.2|209.46434072|0.0891678
692|10|17|162|36|1|1978|1978|2007|A||Cleveland|Mall|Beachwood Place|26300 Cedar Road|Cleveland|OH|44122|41.501163|-81.49664|983128|323805||54775.67184481|2|none|23.25772693|0.98836667|644293|672|672||126|2|78.7|308.43328251|0.07540602
693|10|44|204|32|1|1961|1961|2009|A||Philadelphia|Mall|Cherry Hill Mall|2000 Rte 38 Ste 514|Cherry Hill|NJ|8002|39.938845|-75.025891|1300318|426629||63981.41389|2|none|17.66371188|0.979|1761066|699|580||150|7|74.8|234.24802663|0.07540602
694|10|17|152|21|1|1971||2003|A||Baltimore|Mall|The Mall in Columbia|10300 Little Patuxent Parkway|Columbia|MD|21044|39.215263|-76.857876|1421966|621798||110424.66706564|2|AMC|47.08942499|0.98836667|573278|813.75|735|14|203|12|89.5|624.47830639|0.07540602
695|3|44|204|32|1|1970|1970|2010|C-||Philadelphia|Mall|Voorhees Town Center|2120 Voorhees Town Center|Voorhees|NJ|8043|39.849314|-75.004093|732000|159000||82777.70871601|2|none|2.31912578|0.67|804921|147|147||63|4|70.9|8.86665443|0.2615559
696|7|54|154|20|1|1972|1999|1992|B||Boston|Mall|Liberty Tree Mall|100 Independence Way|Danvers|MA|1923|42.550767|-70.939364|854445|384500.25||94901.18645684|1|AMC|4.84359479|0.86|557311|382.5|382.5|20|60|6|69.3|40.51971869|0.11953673
697|8|54|154|20|1|1996|1999|0|B+||Boston|Mall|Solomon Pond Mall|601 Donald Lynch Blvd.|Marlborough|MA|1752|42.354626|-71.612107|886479|398968.2||110765.6390372|2|Regal|11.84261173|0.95|293710|600|500|15|110|5|65.1|113.70829272|0.10414906
698|7|54|154|20|1|1959|1999|0|B||Boston|Mall|Square One Mall|1201 Broadway|Saugus|MA|1906|42.4613629|-71.025902|930295|418625.55||93638.93841764|2|none|13.90063381|0.939|1503410|367.2|367.2||115|13|81.2|116.28755004|0.11953673
699|10|54|2|31|1|1991|1998|1998|A||Other|Mall|Mall at Rockingham Park|99 Rockingham Park Blvd.|Salem|NH|3079|42.766674|-71.226741|1064875|460871.55||86427.01972739|2|none|31.88303819|0.989|480447|1055.25|955||135|3|54.9|422.81819528|0.07540602
700|8|54|2|31|1|1977|1999|1998|B+||Other|Mall|Mall of New Hampshire|1500 S. Willow Street|Manchester|NH|3103|42.954935|-71.435711|804828|359496.45||86091.86366882|1|None|8.86717878|0.973|264723|710.7|710.7||120|0|28.7|85.13930738|0.10414906
701|6|54|2|46|1|1982|1999|1998|B-||Other|Mall|Apple Blossom Mall|1850 Apple Blossom Drive|Winchester|VA|22601|39.163838|-78.162934|473990|212760.9||75920.39605721|1|Carmike|6.38653089|0.876|113901|495|495|6|90|0|36.4|47.716941|0.133842
702|10|17|213|45|1|1972|1998|1987|A||Salt Lake City|Mall|Fashion Place|6191 S State Street|Murray|UT|84107|40.635922|-111.884251|966323|467089||82293.54425724|1|none|27.609553|0.98836667|1005733|740.25|635||125|0|84.4|366.14519931|0.07540602
703|12|17|182|34|1|1981|1996|2003|A++||Las Vegas|Mall|Fashion Show|3200 Las Vegas Blvd S|Las Vegas|NV|89109|36.126645|-115.172768|1876810|843522||62110.76493581|3|none|99.926456|0.99506667|1730358|1091.4|1025||243|1|20.3|1813.85459768|0.05509067
704|8|179|2|36|1|1971|1971|2005|B+||Other|Mall|Franklin Park|5001 Monroe Street|Toledo|OH|43623|41.698003|-83.642088|1261031|659238||57698.15561103|1|Franklin Park|18.192008|0.90785714|446782|551.05|490|16|180|0|62.4|174.67280168|0.10414906
705|11|44|204|39|1|1977|1977|1990|A+||Philadelphia|Mall|Fashion District of Philadelphia|9th at Market Street|Philadelphia|PA|19107|39.951325|-75.155158|899000|626000||61543.23362503|4|none|21.16713136|-0.00142105|2220233|650|650||108|13|61.9|345.100666|0.06133611
706|7|17|2|10|1|1979|1979|1993|B||Other|Mall|Governor's Square|1500 Apalachee Pkwy|Tallahassee|FL|32301|30.43447|-84.254789|1027114|335509||60559.7531675|2|none|13.29303811|0.9238|269381|387.6|387.6||122|1|42.1|111.20462964|0.11953673
708|7|17|1316|44|1|1977|1977|1994|B||Dallas / Fort Worth|Mall|Hulen Mall|4800 S Hulen Street|Fort Worth|TX|76132|32.677747|-97.395622|988763|392193||62349.80386731|2|Hulen Movie Tavern|14.1801645|0.9638|713260|423.3|423.3|10|1|0|64.9|118.62600018|0.11953673
709|8|17|187|18|1|1962|1962|1998|B+||Louisville|Mall|Mall St. Matthews|5000 Shelbyville Road|Louisville|KY|40207|38.2502648|-85.6247231|1015858|501723||69001.26702391|1|none|19.191833|0.94785714|652022|422.3|422.3||132|1|92.1|184.27274435|0.10414906
710|7|44|204|32|1|1963|1997|2009|B||Philadelphia|Mall|Moorestown Mall|400 Route 38|Moorestown|NJ|8057|39.946414|-74.96247|931971|194852||72868.82687179|1|United Artists Theater|5.43613766|0.855|1169582|413|413|7|90|4|80.4|45.47671267|0.11953673
711|10|17|214|44|1|1960|1960|2008|A||San Antonio|Mall|North Star Mall|7400 San Pedro|San Antonio|TX|78216|29.516971|-98.499091|1247018|517696||61835.82387511|2|none|40.718322|0.98336667|1233963|840|745||143|7|63.1|539.98766747|0.07540602
712|6|17|2|19|1|1966|1982|2007|B-||Other|Mall|Oakwood Center|197 Westbank Expressway|Gretna|LA|70056|29.9224675|-90.0403595|911320|397292||53423.85342141|1|none|14.88852468|0.95427083|694414|386.1|386.1||97|0|47.4|111.23955501|0.133842
713|4|60|202|10|1|1998|1998|2000|C||Orlando|Mall|Oviedo Marketplace|1700 Oviedo Marketplace Blvd|Orlando|FL|32765|28.6598447|-81.2368064|952000|275575||71137.446853|1|Regal|7.59256015|0.79816667|651420|328.3|328.3|22|90|0|72.3|34.57017186|0.21962749
715|8|17|197|32|1|1974|1974|2002|B+||New Jersey (Northern)|Mall|Paramus Park|700 Paramus Park|Paramus|NJ|7652|40.957561|-74.06985|764996|305939||97289.11635148|1|none|9.511028|0.97785714|1517199|448.05|448.05||106|22|98.2|91.32130481|0.10414906
716|8|17|152|21|1|1981|1981|2004|B+||Baltimore|Mall|White Marsh Mall|8200 Perry Hall Blvd|Baltimore|MD|21236|39.375056|-76.47295|1166400|443045||71241.89895816|2|none|19.713244|0.96785714|809564|422.3|422.3||142|3|63.2|189.27913618|0.10414906
717|10|17|197|32|1|1969|1969|1988|A||New Jersey (Northern)|Mall|Willowbrook Mall (NJ)|1400 Willowbrook Mall|Wayne|NJ|7470|40.891137|-74.262055|1513060|483000||93799.13388103|1|none|41.283362|0.97336667|1346256|866.25|765||200|13|83.7|547.48096819|0.07540602
718|6|17|156|32|1|1971|1971|2003|B-||New Jersey (Central)|Mall|Woodbridge Center|250 Woodbridge Center Drive|Woodbridge|NJ|7095|40.553493|-74.299169|1653475|636801||91599.66356186|2|none|23|0.94427083|1323861|405.9|405.9||200|4|82|171.84441171|0.133842
720|9|17|195|35|1|1973|1980|1993|A-||New York|Mall|Staten Island Mall|2655 Richmond Avenue|Staten Island|NY|10314|40.581357|-74.168915|1388609|648095||75811.19054062|2|none|47.70534283|0.98296667|1734957|795.6|730||186|0|80.5|535.00637451|0.0891678
721|6|17|169|23|1|1970|1989|2006|B-||Detroit|Mall|Southland Center|23000 Eureka Road|Taylor|MI|48180|42.197937|-83.256984|879731|371567||58823.23443116|1|none|10.308573|0.91427083|571037|410.85|410.85||96|0|29.1|77.0204636|0.133842
723|8|17|2|23|1|1980|1999|2001|B+||Other|Mall|The Crossroads|6650 South Westnedge Avenue|Portage|MI|49024|42.214392|-85.616554|768280|265319||63991.74199672|2|none|14.14089423|0.93785714|238318|535.6|535.6||110|0|67.8|135.77553471|0.10414906
724|12|52|201|5|1|1967||2007|A++||Orange County|Mall|South Coast Plaza|3333 Bristol St|Costa Mesa|CA|92626|33.689971|-117.885773|2700000|1350000||95831.86705606|2|None|149.73672385|0.95506667|1719084|1144.9|1105||300|12|73.4|2718.00537985|0.05509067
726|3|322|2|20|1|1987|1999|2012|C-||Other|Mall|Greendale Mall|7 Neponset Street|Worcester|MA|1606|42.298514|-71.801207|428864|178387||80999.8932469|2|none|3.31507877|0.67|369724|303.8|303.8||50|1|56.5|12.67445609|0.2615559
727|6|1|2|11|1|1976||1988|B-||Other|Mall|Albany Mall|2601 Dawson Rd|Albany|GA|31707|31.613808|-84.216038|711920|256011||50894.25095564|1|None|2.72342325|0.84427083|108584|351.45|351.45||98|0|37.4|20.34804636|0.133842
728|6|4|2|2|1|1957|1998|2002|B-||Other|Mall|Parkway Place|2801 Memorial Parkway South|Huntsville|AL|35801|34.7076636|-86.5895406|647804|278626||73054.83265025|2|none|8.38723175|0.89|269680|355|355||70|0|37|62.66516983|0.133842
729|5|46|2|35|1|1975||1995|C+||Other|Mall|Aviation Mall|578 Aviation Mall Rd|Queensbury|NY|12804|43.327608|-73.680459|630000|315000||66751.06941545|1|Regal Cinemas|3.354637|0.84571429|89502|318.5|318.5|7|53|0|25.3|18.06581754|0.18568974
730|6|120|169|23|1|1965||2000|B-||Detroit|Mall|Westland Center|35000 W. Warren|Westland|MI|48185|42.339037|-83.385186|1064000|229206||69798.76121662|1|None|8.04918656|0.84427083|835005|361.35|361.35||120|2|52.2|60.13946645|0.133842
731|2|9|225|10|1|1977||2004|D||Tampa-St. Petersburg|Mall|The Shoppes at Park Place|7400 US Highway 19 North|Pinellas Park|FL|33781|27.837443|-82.682715|680063|340031.5||60063.32109176|1|Regal|1.30968036|0.37|672464|100|100|16|117|0|36.8|4.23394577|0.30932856
733|8|17|196|46|1|1981||2002|B+||Norfolk / Hampton Roads|Mall|Lynnhaven Mall|701 Lynnhaven Pkwy|Virginia Beach|VA|23452|36.819966|-76.067201|1178743|647351||81837.60554116|2|AMC Theatre|26.255804|0.95785714|519827|448.05|385|18|179|0|43.2|252.09833049|0.10414906
734|10|54|150|11|1|1999||0|A||Atlanta|Mall|Mall of Georgia|3333 Buford Drive|Buford|GA|30519|34.064225|-83.984145|1853663|830333.7||92705.44295735|3|Regal Cinema|37.66859132|0.961|524820|640.5|580|21|221|0|62.2|499.54354117|0.07540602
735|10|61|195|35|1|1989|1997|2009|A||New York|Mall|Manhattan Mall|100 W 33rd St|New York|NY|10001|40.749057|-73.988547|243000|187000||79431.01630038|4|None|18.12656785|0.95836667|7566094|1023.75|1023.75||25|25|99.5|240.38620968|0.07540602
736|7|30|214|44|1|1988|||B||San Antonio|Mall|Rivercenter|849 East Commerce|San Antonio|TX|78205|29.423035|-98.484013|560000|280000||50485.09443788|4|AMC IMAX|8.9749881|0.8438|1076058|382.5|382.5|9|125|7|33.1|75.08142378|0.11953673
737|2|4|2|44|1|1986|1987||D||Other|Mall|Midway Mall|4800 Texoma Parkway|Sherman|TX|75090|33.686287|-96.582361|470000|266000||56262.16071537|1|None|2.82160385|0.67|88810|176.4|176.4||85|0|8.7|9.12170486|0.30932856
739|9|54|197|32|1|1987||1989|A-||New Jersey (Northern)|Mall|Newport Centre|30 Mall Drive West|Jersey City|NJ|7310|40.72617|-74.038694|920000|389000||82161.83776388|3|AMC|28.868192|0.95296667|6807848|655.2|655.2|11|135|25|100|323.75129964|0.0891678
740|5|35|2|13|1|1973|1998|2001|C+||Other|Mall|NorthPark Mall (IA)|320 W. Kimberly Rd|Davenport|IA|52806|41.560377|-90.577108|934000|399000||61693.6650655|1|none|3.92628991|0.842|274928|290|290||156|0|38.7|21.14435545|0.18568974
741|4|294|2|15|1|1990|||C||Other|Mall|Northfield Square|1600 N. State Rt. 50|Bourbonnais|IL|60914|41.1745243|-87.8486493|530011|246180||62603.33568645|1|Cinemark Movies|5.10356235|0.76816667|94318|284.2|284.2|10|86|0|38.6|23.2373566|0.21962749
744|3|279|162|36|1|1965||1990|C-||Cleveland|Mall|Midway Mall (OH)|3343 Midway Mall|Elyria|OH|44035|41.392564|-82.112259|1053131|441304||66446.1679439|1|Atlas Cinema|9.00353647|0.74|305764|289.1|289.1|8|91|0|13.5|34.42299128|0.2615559
745|7|179|162|36|1|1996||2007|B||Cleveland|Mall|SouthPark Shopping Mall|500 Southpark Center|Strongsville|OH|44136|41.312117|-81.824339|1654490|866089||71322.87886761|2|Cinemark Strongsville|30.71679739|0.8538|471875|423.3|423.3|14|178|0|72.6|256.9653415|0.11953673
746|4|75|161|36|1|1972|2005|2007|C||Cincinnati|Mall|Northgate Mall (OH)|9501 Colerain Ave|Cincinnati|OH|45251|39.244768|-84.598718|1150000|325637||57992.2655312|1|None|6.10439891|0.71816667|593533|235.2|235.2||129|0|46.8|27.79432962|0.21962749
747|2|26|160|15|1|1965||1989|D||Chicago|Mall|Ford City Mall|7601 S Cicero Ave|Chicago|IL|60652|41.754162|-87.741315|924117|363000||60140.97858881|1|AMC|10.76575708|0.85|2048005|357.7|357.7|14|130|11|52.7|34.80363082|0.30932856
749|5|88|160|15|1|1960|2006||C+||Chicago|Mall|Golf Mill Center|239 Golf Mill Center|Niles|IL|60714|42.0503|-87.83982|1067973|533986.5||86728.37006637|1|AMC|12.03139002|0.77571429|1513139|308.7|308.7|12|131|11|90.1|64.79297071|0.18568974
754|10|242|169|23|1|1969||2004|A||Detroit|Mall|Somerset Collection|2800 W Big Beaver Road|Troy|MI|48084|42.561537|-83.184084|1400000|560000||78234.47212737|3|None|38.20136333|0.92836667|949857|966|710||165|14|93.2|506.60891867|0.07540602
757|9|35|219|48|1|1997|1999|2004|A-||Seattle|Mall|Redmond Town Center|7525 166th Ave NW|Redmond|WA|98052|47.6709925|-122.1188751|585432|582481||129306.6842886|2|AMC|19.12245477|0.84296667|850420|421.2|421.2|8|125|8|95.4|214.45470451|0.0891678
758|7|179|2|48|1|1985|1999|1997|B||Other|Mall|Kitsap Mall|10315 Silverdale Way NW|Silverdale|WA|98383|47.656402|-122.687956|846739|386248||82516.13522954|1|AMC|6.391598|0.8838|203221|469.2|469.2|8|102|1|48.3|53.46973976|0.11953673
759|8|54|186|5|1|1985|2009|2010|B+||Los Angeles|Mall|Shops at Montebello|2134 Montebello Town Center Drive|Montebello|CA|90640|34.035077|-118.086928|756500|300000||72778.76363184|2|None|12.80994805|0.86785714|2561027|478.95|478.95||138|2|44.1|122.99629129|0.10414906
761|6|179|160|15|1|1978||2009|B-||Chicago|Mall|Louis Joliet Shopping Mall|3340 Mall Loop Dr#1249|Joliet|IL|60431|41.577948|-88.16428|970760|354292||93947.42477003|1|Cinemark Joliet|10.83441467|0.85427083|461166|499.95|499.95|14|119|0|59|80.94928762|0.133842
762|7||2|35|1|1992||2001|B||Other|Mall|Galleria at Crystal Run|1 N Galleria Dr|Middletown|NY|10941|41.463172|-74.372535|1200000|600000||80430.43208341|2|AMC|18.99843901|0.8438|127569|377.4|377.4|16|108|0|25.8|158.93389877|0.11953673
763|3|46|2|20|1|1978||2001|C-||Other|Mall|Hampshire Mall|367 Russell St|Hadley|MA|1035|42.357766|-72.55044|460715|230357.5||75685.64578491|1|Cinemark|2.66702875|0.76|136079|318.5|318.5|12|55|0|46.9|10.19678298|0.2615559
764|3|4|2|35|1|1981||2001|C-||Other|Mall|Hudson Valley|1300 Ulster Ave|Kingston|NY|12401|41.966415|-73.988923|767300|383650||69466.329343|1|Regal|6.00833818|0.77|96533|210.7|210.7|12|88|0|5.9|22.97152609|0.2615559
766|7|46|2|35|1|1987||1992|B||Other|Mall|Poughkeepsie Galleria|2001 South Rd|Poughkeepsie|NY|12601|41.627211|-73.916992|1300000|650000||84252.22134249|2|Regal|14.9351635|0.8838|250081|469.2|469.2|16|117|0|50.8|124.94204197|0.11953673
767|6|108|2|35|1|1976||2007|B-||Other|Mall|Shops at Ithaca Mall|40 Catherwood Rd|Ithaca|NY|14850|42.483607|-76.486663|617053|308526.5||63133.27997197|1|Regal|10.41529281|0.85427083|90700|410.85|410.85|14|67|0|45.1|77.81782027|0.133842
769|4|46|2|35|1|1986||1994|C||Other|Mall|Salmon Run Mall|21182 Salmon Run Mall Loop W|Watertown|NY|13601|43.981|-75.9503|645700|322850||54684.4396145|1|Regal|9.02648525|0.85816667|63412|396.9|396.9|14|95|0|1.8|41.09906809|0.21962749
770|8|46|2|35|1|1980||1998|B+||Other|Mall|Sangertown Square|1 Sangertown Sq|New Hartford|NY|13413|43.080094|-75.314187|882000|441000||60096.37948888|1|None|6.302982|0.86785714|142296|417.15|417.15||76|0|38.1|60.51885668|0.10414906
771|3|4|2|28|1|1982|2001|1989|C-||Other|Mall|Randolph Mall|345 Randolph Mall|Asheboro|NC|27203|35.7014|-79.7865|380559|115284||48172.34465316|1|Cinemark|2.25946063|0.77|75580|230.3|230.3|7|64|0|3.1|8.63853818|0.2615559
772|3|4|2|41|1|1981|2001|2000|C-||Other|Mall|Citadel Mall (SC)|2070 Sam Rittenberg Blvd #200|Charleston|SC|29407|32.792251|-80.031117|1128799|282329||69644.5716779|1|Citadel  Cinema|4.4799527|0.78|310960|147|147|16|100|1|49.9|17.12808887|0.2615559
773|3|4|2|41|1|1977|2001|2002|C-||Other|Mall|Columbia Place|7201 Two Notch Road|Columbia|SC|29223|34.064498|-80.957817|1092247|292115||60130.49811646|2|Columbia Place Cinemas|3.77756617|0.67|378149|147|147|8|101|0|31.6|14.44267235|0.2615559
774|7|4|2|41|1|1972|2001|1995|B||Other|Mall|Northwoods Mall|2150 Northwoods Blvd|North Charleston|SC|29406|32.942494|-80.041398|748269|256021||64164.46086141|1|none|9.769055|0.94|393305|400|400||137|0|29.3|81.72429313|0.11953673
776|3|229|2|36|1|1968||1998|C-||Other|Mall|Richland Mall (OH)|2209 Richland Mall|Mansfield|OH|44906|40.772574|-82.594094|503073|153679||52263.82686589|1|None|2.74186402|0.69|112020|245|245||55|0|14.8|10.48289874|0.2615559
778|2|4|161|36|1|1977|2001|0|D||Cincinnati|Mall|Towne Mall (OH)|3461/B-250 Towne Mall Blvd|Franklin|OH|45005|39.549|-84.3062|455601|151589||72765.57555889|1|none|1.46753515|0.63|279078|127.4|127.4||29|0|34.4|4.74426007|0.30932856
779|6|4|2|43|1|1967|2001|1993|B-||Other|Mall|Old Hickory Mall|2021 N. Highland Avenue|Jackson|TN|38305|35.659784|-88.828324|547099|170004||55608.56106004|1|none|4.86725517|0.78|90335|355|355||67|0|22.5|36.36567829|0.133842
780|5|4|2|49|1|1971|2001|2004|C+||Other|Mall|East Towne Mall|89 East Towne Mall|Madison|WI|53704|43.122463|-89.304214|801248|211959||73374.34516873|1|none|7.0380933|0.92|348013|320|320||114|2|52.1|37.90243459|0.18568974
781|3|4|2|49|1|1981|2001|1999|C-||Other|Mall|Regency Mall|5538 Durand Avenue|Racine|WI|53406|42.697462|-87.846417|789368|211961||63324.94179117|1|None|2.8259194|0.57|246473|215.6|215.6||124|0|33|10.80426553|0.2615559
782|8|4|2|49|1|1970|2001|2004|B+||Other|Mall|West Towne Mall|66 West Towne Mall|Madison|WI|53719|43.058921|-89.508698|829715|281764||77555.95466154|1|none|10.82538534|0.93|339226|370|370||124|2|94.6|103.94126845|0.10414906
783|3|4|2|49|1|1983|2001|1999|C-||Other|Mall|Wausau Center|C-302 Wausau Center|Wausau|WI|54403|44.9588|-89.628|423774|150574|76|65209.58074972|1|none|0.563066|0.7|87372|220.5|220.5||63|0|25.9|2.15275587|0.2615559
784|3||2|37|1|1964||2005|C-||Other|Mall|Tulsa Promenade|4107 S. Yale|Tulsa|OK|74135|36.104078|-95.922114|926456|235824||63475.17190452|2|Hollywood|5.19246439|0.74|553285|264.6|264.6|12|112|1|72.6|19.85221661|0.2615559
785|5|4|2|44|1|1972|2001|1986|C+||Other|Mall|Parkdale Mall|6155 Eastex Freeway|Beaumont|TX|77706|30.12736|-94.159819|1151375|327092||57100.69707343|1|none|13.054182|0.8|153173|360|360||161|0|49.8|70.30104006|0.18568974
786|10|62|219|48|1|1968||2005|A||Seattle|Mall|Southcenter|2800 Southcenter Mall|Seattle|WA|98188|47.459807|-122.259188|1693161.47|816136.82532952||95575.14356681|1|AMC|60.26260809|0.93836667|833897|834.75|775|16|247|2|47.8|799.17500481|0.07540602
787|7|181|201|5|1|1971||2004|B||Orange County|Mall|The Village at Orange|1500 East Village Way|Orange|CA|92865|33.8272017|-117.8385278|855911|245030||91125.84943705|1|None|9.27719983|0.8738|1737307|382.5|382.5||77|7|78.2|77.60961505|0.11953673
788|6|4|2|39|1|1989|1999|1992|B-||Other|Mall|York Galleria|1 York Galleria|York|PA|17402|39.987966|-76.672955|748868|241096||66919.15689509|2|none|6.49231865|0.77|283594|340|340||140|0|26.4|48.50733387|0.133842
789|4|4|206|39|1|1969|2004|2003|C||Pittsburgh|Mall|Monroeville Mall|200 Monroeville Mall|Monroeville|PA|15146|40.3960592|-79.4332446|985069|446572||63615.64376822|2|none|9.56071085|0.84|104312|255|255||166|0|34.3|43.53148488|0.21962749
791|5|4|206|39|1|1977|2002|1994|C+||Pittsburgh|Mall|Westmoreland Mall|Route 30 East|Greensburg|PA|15601|40.30308|-79.5062|976689|286958||67606.6652372|2|Carmike|9.15597609|0.94|151294|305|305|15|141|0|40.3|49.30792612|0.18568974
792|4|44|206|39|1|1970||1991|C||Pittsburgh|Mall|Beaver Valley Mall|570 Beaver Valley Mall|Monaca|PA|15061|40.6732745|-80.3133599|1153809|438000||68294.46503302|1|none|10.02333045|0.82816667|167779|269.5|269.5||85|0|41|45.6378678|0.21962749
794|3|23|206|39|1|1981|||C-||Pittsburgh|Mall|Clearview Mall (PA)|101 Clearview Circle|Butler|PA|16001|40.86105|-79.895264|762768|381384||65287.73735458|1|Clearview Mall Cinemas|7.93927498|0.74|78391|308.7|308.7|4|69|0|14.7|30.3540275|0.2615559
796|8|54|2|1|1|1987|||B+||Other|Mall|Anchorage 5th Avenue Mall|320 W. 5th Ave|Anchorage|AK|99501|61.2175511|-149.887701|446000|237000||86016.14300491|5|None|8.46196962|0.89785714|244819|566.5|395||75|0|50.2|81.24864178|0.10414906
798|7|54|154|20|1|1989|1999|1999|B||Boston|Mall|Emerald Square|999 So. Washington St.|North Attleboro|MA|2760|41.946066|-71.347234|1022293|460032.75||75588.74715816|3|none|8.50923624|0.846|562550|423.3|423.3||155|1|60|71.18511632|0.11953673
799|6|54|2|49|1|1970|2007|2004|B-||Other|Mall|Southridge Mall (WI)|5300 S 76th St|Greendale|WI|53129|42.948435|-88.008112|1221169|549355.95||63448.48837417|2|None|7.50886271|0.919|784218|386.1|386.1||140|4|63.6|56.10243895|0.133842
801|4|60|160|15|1|1981|2005||C||Chicago|Mall|Stratford Square Mall|152 Stratford Square|Bloomingdale|IL|60108|41.951179|-88.11348|1293156|646578||92188.60672948|2|Cinemark|12.92637258|0.74816667|849453|289.1|289.1|16|155|5|74.2|58.85589485|0.21962749
802|9|17|217|5|1|1952||1988|A-||San Francisco|Mall|Stonestown Galleria|3251 20th Ave|San Francisco|CA|94132|37.728505|-122.475773|836697|408404||124223.99067345|2|United Artists|15.61955225|0.99296667|1180146|774.8|670|2|128|9|98.1|175.17031689|0.0891678
803|2|88|2|5|1|1988|||D||Other|Mall|East Hills Mall|3000 Mall View Road|Bakersfield|CA|93306|35.393337|-118.961145|414619|207309.5||62215.95443249|1|United Artists|1.38409793|0.63|502324|102.9|102.9|10|63|0|12.5|4.47452351|0.30932856
804|5|44|2|2|1|1986||2008|C+||Other|Mall|Wiregrass Commons Mall|900 Commons Drive|Dothan|AL|36303|31.252822|-85.426425|635000|182000||52745.00934085|1|none|4.8506273|0.86571429|101090|274.4|274.4||68|0|20|26.12221465|0.18568974
805|9|266|219|48|1|1998||0|A-||Seattle|Mall|Pacific Place|600 Pine St|Seattle|WA|98101|47.612291|-122.335344|718000|359000||108972.85042534|5|General Cinema Theaters|21.03329856|0.91296667|1163424|639.6|639.6|11|42|8|97.4|235.88445531|0.0891678
806|6|17|2|30|1|1991|1999|1996|B-||Other|Mall|Oak View Mall|3001 South 144th Street|Omaha|NE|68144|41.229123|-96.138252|859309|255123||79035.37901252|2|none|8.00004179|0.85427083|611349|341.55|341.55||106|3|93.3|59.77228152|0.133842
808|7|61|156|32|1|1960|2011|1995|B||New Jersey (Central)|Mall|Monmouth Mall|180 State Route 35 S|Eatontown|NJ|7724|40.28418|-74.04982|1472000|600000||102324.91595282|3|Loews|22.57607514|0.8438|314506|438.6|438.6|15|121|9|70|188.86307659|0.11953673
809|3|97|196|46|1|1970||2000|C-||Norfolk / Hampton Roads|Mall|The Gallery at Military Circle|880 N Military Hwy|Norfolk|VA|23502|36.852231|-76.209827|945000|472500||69603.69829825|1|Cinemark|7.32511464|0.67|794750|259.7|259.7|18|109|1|41|28.00592394|0.2615559
810|10|22|180|25|1|1922|1998|2002|A||Kansas City|Mall|Country Club Plaza|4750 Broadway|Kansas City|MO|64112|39.041233|-94.59016|501000|265000||61526.28111199|1|Cinemark Theatre|28.35965957|0.905|758018|700|510|12|155|1|75.4|376.09276782|0.07540602
813|8|4|180|17|1|1974|2005|2011|B+||Kansas City|Mall|Oak Park Mall|11149 West 95th Street|Overland Park|KS|66214|38.956363|-94.718213|1518266|431096||89065.03482297|2|none|20.45700141|0.92|724181|460|460||176|11|80.4|196.42041441|0.10414906
814|5|4|2|49|1|1967|2001|2007|C+||Other|Mall|Brookfield Square|95 North Moorland Road|Brookfield|WI|53005|43.0323|-88.109|864317|306284||64800.4778507|1|none|7.79352953|0.88|870499|270|270||127|4|90.8|41.97070578|0.18568974
817|10|17|220|25|1|1985||2006|A||St. Louis|Mall|Saint Louis Galleria|1155 Saint Louis Galleria|St. Louis|MO|63117|38.6327|-90.34778|1180297|466245||67775.59258888|2|Galleria Cinemas|26.001704|0.97836667|919336|672|565|6|134|4|97.8|344.82264503|0.07540602
818|3|17|2|37|1|1984|||C-||Other|Mall|Oakwood Mall|4125 W. Owens Garriott Rd.|Enid|OK|73703|36.3908576|-97.9874112|543027|218000||57737.59052723|1|Dickenson Theater|3.69614518|0.67|55971|269.5|269.5|8|55|0|33.9|14.13137757|0.2615559
819|6|318|202|10|1|1995|||B-||Orlando|Mall|Seminole Towne Center|200 Towne Center Circle|Sanford|FL|32771|28.805079|-81.340231|1109751|499475.25||70918.17862453|2|united artists|17.30966143|0.945|333947|361.35|361.35|10|145|0|78.4|129.32906895|0.133842
